fortsetzen,resume,continuar,vocabulario_imagen,Wir wollen den Kurs morgen fortsetzen.
löschen,delete,borrar,vocabulario_imagen,Bitte löschen Sie die alte Datei.
verschwenden,waste,malgastar,vocabulario_imagen,Wir sollten keine Zeit verschwenden.
verstellung,disguise,disimulo / ajuste,vocabulario_imagen,Die Verstellung des Sitzes ist ganz einfach.
norm,norm,norma,vocabulario_imagen,Diese Größe entspricht der Norm.
zweifel,doubt,duda,vocabulario_imagen,Ich habe keinen Zweifel daran.
ablehnung,refusal,rechazo,vocabulario_imagen,Die Ablehnung kam per E-Mail.
selbst,self,mismo,vocabulario_imagen,Du musst das selbst entscheiden.
verwirrung,confusion,confusión,vocabulario_imagen,Die vielen Infos sorgten für Verwirrung.
insgesamt,total,en total,vocabulario_imagen,Insgesamt habe ich viel gelernt.
beworfen,pelted,lanzado,vocabulario_imagen,Der Junge wurde mit Schnee beworfen.
aufhalten,stop,retener / detener,vocabulario_imagen,Bitte nicht im Eingang aufhalten.
bemühen,effort,esfuerzo / esforzarse,vocabulario_imagen,Wir müssen uns weiter bemühen.
weigern,refuse,negarse,vocabulario_imagen,Er wird sich nicht weigern zu helfen.
teilzunehmen,participate,participar,vocabulario_imagen,Sie plant am Workshop teilzunehmen.
beseitigen,eliminate,eliminar,vocabulario_imagen,Wir müssen den Schaden schnell beseitigen.
erhellt,enlightened,iluminado,vocabulario_imagen,Das Licht erhellt den ganzen Raum.
gestatten,allow,permitir,vocabulario_imagen,Gestatten Sie mir eine kurze Frage.
leiden,suffer,sufrir,vocabulario_imagen,Viele Menschen leiden unter Stress.
stattdessen,instead,en su lugar,vocabulario_imagen,Stattdessen gehen wir zu Fuß.
versagen,fail,fallar / fracasar,vocabulario_imagen,Unter großem Druck kann jeder versagen.
vorzüge,merits,ventajas,vocabulario_imagen,Dieses Modell hat viele Vorzüge.
ausgebrannt,burnt out,agotado / quemado,vocabulario_imagen,Nach Monaten ohne Pause fühlte er sich ausgebrannt.
verkehrt,wrong,equivocado / al revés,vocabulario_imagen,Die Hausnummer ist verkehrt.
reichtum,wealth,riqueza,vocabulario_imagen,Reichtum allein macht nicht glücklich.
druck,pressure,presión,vocabulario_imagen,Unter Druck arbeite ich langsamer.
mangeln,lack,carecer,vocabulario_imagen,Es wird uns an Zeit mangeln.
meisten,most,la mayoría,vocabulario_imagen,Die meisten Gäste kamen pünktlich.
auftauchen,emerge,aparecer / emerger,vocabulario_imagen,Plötzlich kann ein neues Problem auftauchen.
geplatzt,burst,estallado / cancelado,vocabulario_imagen,Der Termin ist leider geplatzt.
geworden,become,convertido en,vocabulario_imagen,Es ist später geworden als gedacht.
gezeichnet,marked,dibujado / marcado,vocabulario_imagen,Sein Gesicht war von Müdigkeit gezeichnet.
abdrehen,turn off,apagar / girar,vocabulario_imagen,Bitte das Wasser nicht komplett abdrehen.
abschalten,switch off,desconectar / apagar,vocabulario_imagen,Am Abend möchte ich einfach abschalten.
bestimmte,certain,determinado,vocabulario_imagen,Nur bestimmte Daten sind öffentlich.
gerade,just now,justo ahora / recto,vocabulario_imagen,Ich habe gerade keine Zeit.
sogar,even,incluso,vocabulario_imagen,Heute hat es sogar geschneit.
bisher,so far,hasta ahora,vocabulario_imagen,Bisher läuft alles gut.
mitgenommen,taken along,llevado consigo,vocabulario_imagen,Sie hat Essen für später mitgenommen.
entsorgen,dispose,desechar,vocabulario_imagen,Bitte Batterien richtig entsorgen.
sobald,as soon as,en cuanto,vocabulario_imagen,Ich rufe dich an sobald ich ankomme.
gleichzeitig,simultaneously,simultáneamente,vocabulario_imagen,Wir können nicht alles gleichzeitig machen.
ungeachtet,regardless,sin tener en cuenta,vocabulario_imagen,Ungeachtet des Regens gingen wir spazieren.
umfangen,embrace,rodear / abarcar,vocabulario_imagen,Dichter Nebel schien das Haus zu umfangen.
gelegenheit,opportunity,oportunidad,vocabulario_imagen,Das ist eine gute Gelegenheit zum Üben.
zusätzlich,additional,adicional,vocabulario_imagen,Wir brauchen zusätzlich noch einen Nachweis.
gemeinsam,together,juntos,vocabulario_imagen,Wir lösen die Aufgabe gemeinsam.
dieselbe,the same,la misma,vocabulario_imagen,Sie hatte dieselbe Idee wie ich.
verletzungen,injuries,lesiones,vocabulario_imagen,Nach dem Sturz hatte er keine schweren Verletzungen.
beraten,advise,asesorar,vocabulario_imagen,Die Ärztin wird dich gut beraten.
unwohlsein,malaise,malestar,vocabulario_imagen,Bei starkem Unwohlsein bleibe ich zu Hause.
tun,do,hacer,vocabulario_imagen,Was kann ich für dich tun.
enthalten,contain,contener,vocabulario_imagen,Der Vertrag kann Zusatzkosten enthalten.
weiten,widen,ampliar,vocabulario_imagen,Die Bauarbeiten weiten die Straße.
verwandeln,transform,transformar,vocabulario_imagen,Musik kann die Stimmung verwandeln.
genau,exactly,exacto,vocabulario_imagen,Bitte lies die Frage genau.
zwar,indeed,ciertamente,vocabulario_imagen,Zwar ist es spät aber ich lerne noch.
echten,real,verdadero / auténtico,vocabulario_imagen,Wir brauchen einen echten Beweis.
wahnsinn,madness,locura,vocabulario_imagen,Dieser Verkehr ist der reine Wahnsinn.
zuvor,before,antes,vocabulario_imagen,Ich hatte ihn schon zuvor gesehen.
gefahr,danger,peligro,vocabulario_imagen,Ohne Helm ist die Gefahr größer.
verändern,change,cambiar,vocabulario_imagen,Neue Erfahrungen verändern uns.
getan,done,hecho,vocabulario_imagen,Ich habe mein Bestes getan.
dringen,penetrate,penetrar / urger,vocabulario_imagen,Kaltes Wasser kann durch die Wand dringen.
kriegen,get,conseguir,vocabulario_imagen,Kann ich heute eine Antwort kriegen.
drin,inside,adentro,vocabulario_imagen,Mein Schlüssel ist noch drin.
kleben,stick,pegar,vocabulario_imagen,Die Notiz bleibt am Kühlschrank kleben.
geräusche,noises,ruidos,vocabulario_imagen,Nachts höre ich seltsame Geräusche.
laute,sounds,sonidos / ruidoso,vocabulario_imagen,Ich hörte laute Stimmen im Treppenhaus.
stockwerk,floor,planta / piso,vocabulario_imagen,Wir wohnen im dritten Stockwerk.
klingen,sound,sonar,vocabulario_imagen,Die Wörter klingen ähnlich.
ohne zögern,without hesitation,sin dudar,vocabulario_imagen,Er half mir ohne Zögern.
behandeln,treat,tratar,vocabulario_imagen,Bitte behandeln Sie die Daten vertraulich.
dadurch,thereby,a través de ello,vocabulario_imagen,Ich habe viel geübt und dadurch Fortschritte gemacht.
schließen,close,cerrar,vocabulario_imagen,Bitte schließen Sie die Tür leise.
